6.0	1.0	718.0	222.0
16.0	1.0	697.0697674418604	222.93023255813955
16.0	2.0	711.2857142857142	243.85714285714286
26.0	1.0	676.1395348837209	223.86046511627907
26.0	2.0	694.5	243.5
36.0	1.0	655.2093023255813	224.7906976744186
36.0	2.0	677.7142857142858	243.14285714285714
46.0	1.0	634.2790697674418	225.72093023255815
46.0	2.0	658.6363636363636	244.8181818181818
56.0	1.0	613.16	226.0
56.0	2.0	638.030303030303	247.84848484848484
66.0	1.0	591.96	226.0
66.0	2.0	617.4242424242425	250.87878787878788
76.0	1.0	570.76	226.0
76.0	2.0	596.2222222222222	253.44444444444446
86.0	1.0	549.56	226.0
86.0	2.0	573.6296296296296	254.92592592592592
86.0	3.0	203.06666666666666	25.80000000000001
96.0	1.0	528.36	226.0
96.0	2.0	551.0370370370371	256.4074074074074
96.0	3.0	222.08695652173913	57.782608695652186
106.0	1.0	511.95652173913044	227.2173913043478
106.0	2.0	528.5	256.75
106.0	3.0	242.52173913043478	81.69565217391303
116.0	1.0	497.6086956521739	228.95652173913044
116.0	2.0	506.0	256.3333333333333
116.0	3.0	262.95652173913044	105.6086956521739
126.0	1.0	482.0909090909091	230.1818181818182
126.0	2.0	483.6296296296296	256.0740740740741
126.0	3.0	287.7142857142857	127.28571428571428
136.0	1.0	464.8181818181818	230.63636363636363
136.0	2.0	461.77777777777777	256.44444444444446
136.0	3.0	312.95238095238096	148.71428571428572
146.0	1.0	446.27272727272725	230.8181818181818
146.0	2.0	439.9259259259259	256.81481481481484
146.0	3.0	337.04761904761904	163.66666666666669
156.0	1.0	422.6363636363636	229.9090909090909
156.0	2.0	417.2051282051282	257.12820512820514
156.0	3.0	360.85714285714283	177.0
166.0	1.0	399.0	229.0
166.0	2.0	393.61538461538464	257.38461538461536
166.0	3.0	390.5	188.0
176.0	1.0	375.3636363636364	228.0909090909091
176.0	2.0	370.025641025641	257.64102564102564
176.0	3.0	422.39130434782606	198.26086956521738
186.0	1.0	351.65714285714284	226.2
186.0	2.0	346.43589743589746	257.8974358974359
186.0	3.0	453.69565217391306	209.1304347826087
196.0	1.0	327.9428571428571	224.2
196.0	2.0	323.14285714285717	257.14285714285717
196.0	3.0	485.0	220.0
206.0	1.0	304.2285714285714	222.2
206.0	2.0	300.04761904761904	255.71428571428572
206.0	3.0	515.6896551724137	226.20689655172413
216.0	1.0	280.77777777777777	221.55555555555554
216.0	2.0	276.95238095238096	254.28571428571428
216.0	3.0	546.3793103448276	232.41379310344828
216.0	5.0	337.04347826086956	26.913043478260875
216.0	6.0	307.61538461538464	22.230769230769226
226.0	1.0	257.72222222222223	222.94444444444446
226.0	2.0	253.85714285714286	252.85714285714286
226.0	3.0	577.0	239.3
226.0	4.0	14.615384615384642	285.84615384615387
226.0	5.0	321.39130434782606	58.217391304347814
226.0	6.0	290.3076923076923	52.61538461538461
236.0	1.0	234.66666666666669	224.33333333333334
236.0	2.0	231.27272727272728	251.75757575757575
236.0	3.0	607.0	252.3
236.0	4.0	41.15384615384613	285.46153846153845
236.0	5.0	304.3478260869565	89.52173913043478
236.0	6.0	273.0	83.0
246.0	1.0	211.61111111111111	225.72222222222223
246.0	2.0	209.45454545454547	251.15151515151516
246.0	3.0	636.5	265.47058823529414
246.0	4.0	67.69230769230768	285.0769230769231
246.0	5.0	285.2173913043478	120.82608695652175
246.0	6.0	254.61290322580646	109.12903225806451
256.0	1.0	189.11764705882354	224.8235294117647
256.0	2.0	187.63636363636363	250.54545454545456
256.0	3.0	661.5	280.1764705882353
256.0	4.0	95.66666666666669	283.1333333333333
256.0	5.0	266.30434782608694	151.43478260869566
256.0	6.0	236.2258064516129	135.25806451612902
266.0	1.0	166.76470588235293	223.3529411764706
266.0	2.0	166.02702702702703	250.1891891891892
266.0	3.0	686.5	294.88235294117646
266.0	4.0	124.0	280.8
266.0	5.0	249.34782608695653	175.7826086956522
266.0	6.0	217.83870967741936	161.38709677419354
276.0	1.0	144.41176470588235	221.88235294117646
276.0	2.0	146.2972972972973	252.0810810810811
276.0	3.0	711.5	309.5882352941177
276.0	4.0	152.33333333333334	278.46666666666664
276.0	5.0	232.3913043478261	200.1304347826087
276.0	6.0	198.96428571428572	183.60714285714286
286.0	1.0	122.55555555555554	221.33333333333331
286.0	2.0	126.56756756756755	253.97297297297297
286.0	4.0	181.44827586206895	274.6896551724138
286.0	5.0	211.57142857142858	220.14285714285714
286.0	6.0	180.03571428571428	205.39285714285714
296.0	1.0	101.44444444444446	222.16666666666669
296.0	2.0	106.83783783783784	255.86486486486487
296.0	4.0	210.75862068965517	270.55172413793105
296.0	5.0	189.78571428571428	239.07142857142856
296.0	6.0	160.85185185185185	226.8148148148148
306.0	1.0	80.33333333333331	223.0
306.0	2.0	86.83673469387753	257.734693877551
306.0	4.0	240.0689655172414	266.41379310344826
306.0	5.0	168.0	258.0
306.0	6.0	139.37037037037038	244.96296296296296
316.0	1.0	59.22222222222223	223.83333333333331
316.0	2.0	66.42857142857144	259.57142857142856
316.0	4.0	269.0769230769231	263.46153846153845
316.0	5.0	148.58823529411765	277.4117647058824
316.0	6.0	117.88888888888889	263.1111111111111
326.0	1.0	39.28571428571428	228.0
326.0	2.0	46.0204081632653	261.40816326530614
326.0	4.0	298.05128205128204	260.64102564102564
326.0	5.0	129.1764705882353	296.8235294117647
326.0	6.0	97.27586206896552	281.86206896551727
336.0	1.0	19.642857142857167	233.0
336.0	2.0	25.612244897959158	263.2448979591837
336.0	4.0	327.025641025641	257.8205128205128
336.0	5.0	109.76470588235293	316.2352941176471
336.0	6.0	77.9655172413793	301.51724137931035
